image_link,player_name
https://cdn.nba.com/headshots/nba/latest/260x190/1626168.png,Trey Lyles
https://cdn.nba.com/headshots/nba/latest/260x190/1630572.png,Sandro Mamukelashvili
https://cdn.nba.com/headshots/nba/latest/260x190/1629611.png,Terance Mann
https://cdn.nba.com/headshots/nba/latest/260x190/1630544.png,Tre Mann
https://cdn.nba.com/headshots/nba/latest/260x190/1628374.png,Lauri Markkanen
https://cdn.nba.com/headshots/nba/latest/260x190/1630230.png,Naji Marshall
https://cdn.nba.com/headshots/nba/latest/260x190/1628997.png,Caleb Martin
https://cdn.nba.com/headshots/nba/latest/260x190/1628998.png,Cody Martin
https://cdn.nba.com/headshots/nba/latest/260x190/1641798.png,Jaylen Martin
https://cdn.nba.com/headshots/nba/latest/260x190/1630231.png,KJ Martin
https://cdn.nba.com/headshots/nba/latest/260x190/1631213.png,Tyrese Martin
https://cdn.nba.com/headshots/nba/latest/260x190/1629726.png,Garrison Mathews
https://cdn.nba.com/headshots/nba/latest/260x190/1631097.png,Bennedict Mathurin
https://cdn.nba.com/headshots/nba/latest/260x190/1631255.png,Karlo Matković
https://cdn.nba.com/headshots/nba/latest/260x190/1630178.png,Tyrese Maxey
https://cdn.nba.com/headshots/nba/latest/260x190/1630540.png,Miles McBride
https://cdn.nba.com/headshots/nba/latest/260x190/1642272.png,Jared McCain
https://cdn.nba.com/headshots/nba/latest/260x190/1630644.png,Mac McClung
https://cdn.nba.com/headshots/nba/latest/260x190/203468.png,CJ McCollum
https://cdn.nba.com/headshots/nba/latest/260x190/204456.png,T.J. McConnell
https://cdn.nba.com/headshots/nba/latest/260x190/1641755.png,Kevin McCullar Jr.
https://cdn.nba.com/headshots/nba/latest/260x190/1630183.png,Jaden McDaniels
https://cdn.nba.com/headshots/nba/latest/260x190/203926.png,Doug McDermott
https://cdn.nba.com/headshots/nba/latest/260x190/1631121.png,Bryce McGowens
https://cdn.nba.com/headshots/nba/latest/260x190/1629162.png,Jordan McLaughlin
https://cdn.nba.com/headshots/nba/latest/260x190/1629098.png,Jack McVeigh
https://cdn.nba.com/headshots/nba/latest/260x190/1629001.png,De'Anthony Melton
https://cdn.nba.com/headshots/nba/latest/260x190/1630241.png,Sam Merrill
https://cdn.nba.com/headshots/nba/latest/260x190/203995.png,Vasilije Micić
https://cdn.nba.com/headshots/nba/latest/260x190/203114.png,Khris Middleton
https://cdn.nba.com/headshots/nba/latest/260x190/1641706.png,Brandon Miller
https://cdn.nba.com/headshots/nba/latest/260x190/1641757.png,Jordan Miller
https://cdn.nba.com/headshots/nba/latest/260x190/1631159.png,Leonard Miller
https://cdn.nba.com/headshots/nba/latest/260x190/201988.png,Patty Mills
https://cdn.nba.com/headshots/nba/latest/260x190/1629003.png,Shake Milton
https://cdn.nba.com/headshots/nba/latest/260x190/1631303.png,Justin Minaya
https://cdn.nba.com/headshots/nba/latest/260x190/1642434.png,Riley Minix
https://cdn.nba.com/headshots/nba/latest/260x190/1631169.png,Josh Minott
https://cdn.nba.com/headshots/nba/latest/260x190/1642274.png,Yves Missi
